Date1,Date2,date,month,Value,Ind_name,units,activity,partner,location,Pcode,state,District,ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,ID_3,NAME_3,TOWNSHIP_N,VillageTra,VillageWar,Longitude,Latitude
1/6/2013,1/6/2013,01/06/2013,Jan-13,60,Sanitary Kits Distributed,Kits,NFI Distribution,UNFPA,Let Saung Kauk,MMR012CMP020,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Hpa Yar Paung,Taung Pauk,92.982676,20.805734
3/13/2013,3/13/2013,03/13/2013,Mar-13,158,Sanitary Kits Distributed,Kits,NFI Distribution,UNHCR,Bomu Ywa,MMR012CMP084,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Ma (North) Ward,0,92.365794,20.819958
3/13/2013,3/13/2013,03/13/2013,Mar-13,136,Sanitary Kits Distributed,Kits,NFI Distribution,UNHCR,Ah Nauk Pyin,MMR012CMP032,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39278,Ponnagyun & Rathedaung,Rathedaung,Ah Nauk Pyin,Ah Nauk Pyin,92.781294,20.399269
4/28/2013,4/28/2013,04/28/2013,Apr-13,128,Sanitary Kits Distributed,Kits,NFI Distribution,UNHCR,Nyaung Pin Gyi,MMR012CMP031,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39278,Ponnagyun & Rathedaung,Rathedaung,Nyaung Pin Gyi,Nyaung Pin Gyi (Ku Lar),92.785706,20.335864
12/12/2012,12/12/2012,12/12/2012,Dec-12,2142,Sanitary Kits Distributed,Kits,NFI Distribution,UNHCR,Baw Du Pha 2,MMR012CMP114,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Khaung Doke Kar,Baw Du Hpa,92.807552,20.181406
12/12/2012,12/12/2012,12/12/2012,Dec-12,302,Sanitary Kits Distributed,Kits,NFI Distribution,UNHCR,Basare,MMR012CMP039,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,San Pya Ward,0,92.875814,20.128489
12/12/2012,12/12/2012,12/12/2012,Dec-12,1707,Sanitary Kits Distributed,Kits,NFI Distribution,UNHCR,Dar Pai,MMR012CMP041,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Bu May,Dar Paing Ywar Thit,92.827427,20.16846
2/26/2013,2/26/2013,02/26/2013,Feb-13,1600,Mosquito Nets Distributed,Unit,NFI Distribution,Muslim Aid,Ohn Taw Gyi (South),MMR012CMP116,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Khaung Doke Kar,Baw Du Hpa,92.802296,20.185092
2/26/2013,2/26/2013,02/26/2013,Feb-13,100,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Bomu Ywa,MMR012CMP084,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Ma (North) Ward,0,92.365794,20.819958
2/26/2013,2/26/2013,02/26/2013,Feb-13,400,Mosquito Nets Distributed,Unit,NFI Distribution,Muslim Aid,Set Yone Su,MMR012CMP056,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Set Yon Su Ward,0,92.88032,20.148584
3/13/2013,3/13/2013,03/13/2013,Mar-13,136,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Ah Nauk Pyin,MMR012CMP032,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39278,Ponnagyun & Rathedaung,Rathedaung,Ah Nauk Pyin,Ah Nauk Pyin,92.781294,20.399269
3/13/2013,3/13/2013,03/13/2013,Mar-13,158,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Bomu Ywa,MMR012CMP084,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Ma (North) Ward,0,92.365794,20.819958
1/2/2013,1/2/2013,01/02/2013,Jan-13,156,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Thaung Paing Nyar,MMR012CMP086,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Thu Gyi,Ywar Haung,92.401294,20.824517
5/2/2013,5/2/2013,05/02/2013,May-13,34,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Myoma Myauk,MMR012CMP083,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Ma (North) Ward,0,92.362933,20.827044
1/2/2013,1/2/2013,01/02/2013,Jan-13,102,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Thaung Paing Nyar,MMR012CMP086,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Thu Gyi,Ywar Haung,92.401294,20.824517
2/26/2013,2/26/2013,02/26/2013,Feb-13,171,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Bomu Ywa,MMR012CMP084,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Ma (North) Ward,0,92.365794,20.819958
2/13/2013,2/13/2013,02/13/2013,Feb-13,81,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Ywa thit Kay,MMR012CMP085,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Ywar Thit Kay Ward,0,92.367853,20.825306
2/21/2013,2/21/2013,02/21/2013,Feb-13,30,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Nyaung Pin Hla,MMR012CMP082,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Urban,0,92.362197,20.824778
2/21/2013,2/21/2013,02/21/2013,Feb-13,52,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Nyaung Pin Hla,MMR012CMP082,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Urban,0,92.362197,20.824778
2/13/2013,2/13/2013,02/13/2013,Feb-13,40,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Ywa thit Kay,MMR012CMP085,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Ywar Thit Kay Ward,0,92.367853,20.825306
1/17/2013,1/17/2013,01/17/2013,Jan-13,126,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Du Than Dar,MMR012CMP088,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Than Dar,Myo Thu Gyi (Yar Zar Bi),92.443428,20.714847
1/17/2013,1/17/2013,01/17/2013,Jan-13,126,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Du Than Dar,MMR012CMP088,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Than Dar,Myo Thu Gyi (Yar Zar Bi),92.443428,20.714847
9/6/2013,9/6/2013,09/06/2013,Sep-13,66,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Paik Thay,MMR012CMP001,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39286,Minbya,Minbya,Kin Seik,Kin Seik,93.271642,20.377523
6/6/2013,6/6/2013,06/06/2013,Jun-13,458,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Tha Yet Oak,MMR012CMP005,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39287,Mrauk-Oo,Minbya,Tha Yet Oke,Tha Yet Oke,93.258574,20.587142
10/6/2013,10/6/2013,10/06/2013,Oct-13,240,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,San Htoe Tan,MMR012CMP003,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39286,Minbya,Minbya,Chaik Taung,San Htoe Tan,93.24967,20.39902
10/6/2013,10/6/2013,10/06/2013,Oct-13,428,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Tha Dar,MMR012CMP002,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39286,Minbya,Minbya,Kin Seik,Thar Dar,93.257272,20.392138
6/6/2013,6/6/2013,06/06/2013,Jun-13,730,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Yai Thei-Muslim,MMR012CMP010,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39287,Mrauk-Oo,Mrauk_U,Yin Thei,Yin Thei,93.21704,20.501758
9/6/2013,9/6/2013,09/06/2013,Sep-13,490,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Sam Ba Le,MMR012CMP008,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39286,Minbya,Minbya,San Bar Lay,Zi War,93.313628,20.407971
12/12/2013,12/12/2013,12/12/2013,Dec-13,1966,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Nget Chaung,MMR012CMP017,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Pon Nar Gyi,Cha Eik,93.154552,20.073438
9/18/2013,9/18/2013,09/18/2013,Sep-13,42,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Ba Wan Chaung Wa Su,MMR012CMP015,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Urban,Ba Wan Chaung Wa Su Ward,93.067891,20.173468
8/12/2013,8/12/2013,08/12/2013,Aug-13,0,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Nget Chaung,MMR012CMP017,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Pon Nar Gyi,Cha Eik,93.154552,20.073438
8/7/2013,8/7/2013,08/07/2013,Aug-13,1510,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Taung Paw,MMR012CMP014,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39288,Myebon,Meybon,Ah Ngu,Pyin Taw Che,93.370038,20.037655
9/17/2013,9/17/2013,09/17/2013,Sep-13,2658,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Kyein Ni Pyin,MMR012CMP018,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Pein Hne Chaung,Kyein Ni Pyin,93.010369,20.090183
8/7/2013,8/7/2013,08/07/2013,Aug-13,88,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Kan Thar Htwat Wa,MMR012CMP013,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39288,Myebon,Meybon,Urban,Kan Thar Htwet Wa Ward,93.373951,20.041981
1/6/2013,1/6/2013,01/06/2013,Jan-13,460,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,In Bar Yi,MMR012CMP026,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Doke Kan Chaung,In Bar Yi,93.0099,20.69682
1/6/2013,1/6/2013,01/06/2013,Jan-13,232,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Goke Pi Htaunt,MMR012CMP027,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Goke Pi Htaunt,Goke Pi Htaunt (Ku Lar),93.01409,20.71326
12/10/2013,12/10/2013,12/10/2013,Dec-13,28,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Ah Lel Kyun,MMR012CMP025,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Ah Lel Kyun,Ah Lel Kyun Ku Lar,93.01435,20.89674
1/6/2013,1/6/2013,01/06/2013,Jan-13,224,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Ah Pauk Wa,MMR012CMP024,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Ah Pauk Wa,Ah Pauk Wa,92.961841,20.720213
9/6/2013,9/6/2013,09/06/2013,Sep-13,130,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Paik Thay,MMR012CMP001,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39286,Minbya,Minbya,Kin Seik,Kin Seik,93.271642,20.377523
12/8/2013,12/8/2013,12/08/2013,Dec-13,62,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Thi Kyar,MMR012CMP117,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39287,Mrauk-Oo,Mrauk_U,Oke Kar Kyaw,Thi Kyar,93.246863,20.495086
1/6/2013,1/6/2013,01/06/2013,Jan-13,326,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Nidin,MMR012CMP023,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Wa Kin,Ni Din,92.965981,20.865687
5/28/2013,5/28/2013,05/28/2013,May-13,82,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Raw Ma Ni Sin Oe,MMR012CMP012,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39287,Mrauk-Oo,Mrauk_U,Sin Oe,Raw Ma Ni,93.23952,20.61692
1/6/2013,1/6/2013,01/06/2013,Jan-13,166,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Let Saung Kauk,MMR012CMP020,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Hpa Yar Paung,Taung Pauk,92.982676,20.805734
1/6/2013,1/6/2013,01/06/2013,Jan-13,318,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Khaung Htoke,MMR012CMP030,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Khaung Toke,Khaung Toke (Ku Lar),93.006498,20.886998
6/6/2013,6/6/2013,06/06/2013,Jun-13,600,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Pa Rein,MMR012CMP009,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39287,Mrauk-Oo,Mrauk_U,Pu Rein,Pu Rein,93.245551,20.576577
9/6/2013,9/6/2013,09/06/2013,Sep-13,290,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Aung Taing,MMR012CMP006,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39287,Mrauk-Oo,Minbya,Sa Par Htar,Aung Taing,93.299485,20.480898
6/25/2013,6/25/2013,06/25/2013,Jun-13,20,Mosquito Nets Distributed,Unit,NFI Distribution,Muslim Aid,Set Yone Su,MMR012CMP056,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Set Yon Su Ward,0,92.88032,20.148584
6/25/2013,6/25/2013,06/25/2013,Jun-13,2797,Mosquito Nets Distributed,Unit,NFI Distribution,Muslim Aid,Thae Chaung,MMR012CMP046,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Bu May,Thea Chaung Ku Lar,92.839417,20.1585
6/25/2013,6/25/2013,06/25/2013,Jun-13,273,Mosquito Nets Distributed,Unit,NFI Distribution,Muslim Aid,Ohn Taw Gyi (South),MMR012CMP116,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Khaung Doke Kar,Baw Du Hpa,92.802296,20.185092
3/13/2013,3/13/2013,03/13/2013,Mar-13,292,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Bomu Ywa,MMR012CMP084,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Ma (North) Ward,0,92.365794,20.819958
3/13/2013,3/13/2013,03/13/2013,Mar-13,136,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Ah Nauk Pyin,MMR012CMP032,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39278,Ponnagyun & Rathedaung,Rathedaung,Ah Nauk Pyin,Ah Nauk Pyin,92.781294,20.399269
4/28/2013,4/28/2013,04/28/2013,Apr-13,128,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Nyaung Pin Gyi,MMR012CMP031,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39278,Ponnagyun & Rathedaung,Rathedaung,Nyaung Pin Gyi,Nyaung Pin Gyi (Ku Lar),92.785706,20.335864
4/28/2013,4/28/2013,04/28/2013,Apr-13,128,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Nyaung Pin Gyi,MMR012CMP031,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39278,Ponnagyun & Rathedaung,Rathedaung,Nyaung Pin Gyi,Nyaung Pin Gyi (Ku Lar),92.785706,20.335864
8/26/2013,8/26/2013,08/26/2013,Aug-13,1652,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Ah Nauk Ywe,MMR012CMP016,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Pein Hne Chaung,Kyauk Pyin Seik,92.985095,20.108102
1/6/2013,1/6/2013,01/06/2013,Jan-13,290,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Shwe Hlaing,MMR012CMP029,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Sin Oe Chaing,Shwe Hlaing Ku Lar,92.9874,20.78332
11/18/2012,11/18/2012,11/18/2012,Nov-12,26,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Ramree Town,MMR012CMP038,Rakhine,Kyaukpyu,148,MMR,Myanmar,1862,Rakhine,22166,Kyaunkpyu,39283,Ramree,Ramree,Kha Maung Chi Taing,0,93.86517,19.091054
11/18/2012,11/18/2012,11/18/2012,Nov-12,194,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Ramree Ward 6,MMR012CMP037,Rakhine,Kyaukpyu,148,MMR,Myanmar,1862,Rakhine,22166,Kyaunkpyu,39283,Ramree,Ramree,Kha Maung Chi Taing,0,93.857593,19.088283
3/10/2012,3/10/2012,03/10/2012,Mar-12,862,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Sin Tet Maw,MMR012CMP019,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Sin Tet Maw,Sin Tet Maw (Ku Lar),92.993759,20.064226
12/14/2012,12/14/2012,12/14/2012,Dec-12,240,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Pa Rein,MMR012CMP009,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39287,Mrauk-Oo,Mrauk_U,Pu Rein,Pu Rein,93.245551,20.576577
12/16/2012,12/16/2012,12/16/2012,Dec-12,406,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Tha Dar,MMR012CMP002,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39286,Minbya,Minbya,Kin Seik,Thar Dar,93.257272,20.392138
11/18/2012,11/18/2012,11/18/2012,Nov-12,1306,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Nget Chaung,MMR012CMP017,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Pon Nar Gyi,Cha Eik,93.154552,20.073438
11/18/2012,11/18/2012,11/18/2012,Nov-12,769,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Kyein Ni Pyin,MMR012CMP018,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Pein Hne Chaung,Kyein Ni Pyin,93.010369,20.090183
12/12/2012,12/12/2012,12/12/2012,Dec-12,38,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Paik Thay,MMR012CMP001,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39286,Minbya,Minbya,Kin Seik,Kin Seik,93.271642,20.377523
12/14/2012,12/14/2012,12/14/2012,Dec-12,172,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Aung Taing,MMR012CMP006,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39287,Mrauk-Oo,Minbya,Sa Par Htar,Aung Taing,93.299485,20.480898
12/16/2012,12/16/2012,12/16/2012,Dec-12,632,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Taung Paw,MMR012CMP014,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39288,Myebon,Meybon,Ah Ngu,Pyin Taw Che,93.370038,20.037655
11/20/2012,11/20/2012,11/20/2012,Nov-12,172,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,San Htoe Tan,MMR012CMP003,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39286,Minbya,Minbya,Chaik Taung,San Htoe Tan,93.24967,20.39902
11/20/2012,11/20/2012,11/20/2012,Nov-12,27,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Sam Ba Le,MMR012CMP008,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39286,Minbya,Minbya,San Bar Lay,Zi War,93.313628,20.407971
12/14/2012,12/14/2012,12/14/2012,Dec-12,200,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Sam Ba Le,MMR012CMP008,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39286,Minbya,Minbya,San Bar Lay,Zi War,93.313628,20.407971
2/26/2013,2/26/2013,02/26/2013,Feb-13,800,Tarpaulin Distributed,Units,NFI Distribution,Muslim Aid,Ohn Taw Gyi (South),MMR012CMP116,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Khaung Doke Kar,Baw Du Hpa,92.802296,20.185092
2/26/2013,2/26/2013,02/26/2013,Feb-13,50,Tarpaulin Distributed,Units,NFI Distribution,UNHCR,Bomu Ywa,MMR012CMP084,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Ma (North) Ward,0,92.365794,20.819958
2/26/2013,2/26/2013,02/26/2013,Feb-13,200,Tarpaulin Distributed,Units,NFI Distribution,Muslim Aid,Set Yone Su,MMR012CMP056,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Set Yon Su Ward,0,92.88032,20.148584
3/13/2013,3/13/2013,03/13/2013,Mar-13,68,Tarpaulin Distributed,Units,NFI Distribution,UNHCR,Ah Nauk Pyin,MMR012CMP032,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39278,Ponnagyun & Rathedaung,Rathedaung,Ah Nauk Pyin,Ah Nauk Pyin,92.781294,20.399269
3/13/2013,3/13/2013,03/13/2013,Mar-13,79,Tarpaulin Distributed,Units,NFI Distribution,UNHCR,Bomu Ywa,MMR012CMP084,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Ma (North) Ward,0,92.365794,20.819958
1/2/2013,1/2/2013,01/02/2013,Jan-13,51,Tarpaulin Distributed,Units,NFI Distribution,UNHCR,Thaung Paing Nyar,MMR012CMP086,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Thu Gyi,Ywar Haung,92.401294,20.824517
5/2/2013,5/2/2013,05/02/2013,May-13,0,Tarpaulin Distributed,Units,NFI Distribution,UNHCR,Myoma Myauk,MMR012CMP083,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Ma (North) Ward,0,92.362933,20.827044
1/2/2013,1/2/2013,01/02/2013,Jan-13,51,Tarpaulin Distributed,Units,NFI Distribution,UNHCR,Thaung Paing Nyar,MMR012CMP086,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Thu Gyi,Ywar Haung,92.401294,20.824517
2/26/2013,2/26/2013,02/26/2013,Feb-13,50,Tarpaulin Distributed,Units,NFI Distribution,UNHCR,Bomu Ywa,MMR012CMP084,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Ma (North) Ward,0,92.365794,20.819958
2/13/2013,2/13/2013,02/13/2013,Feb-13,20,Tarpaulin Distributed,Units,NFI Distribution,UNHCR,Ywa thit Kay,MMR012CMP085,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Ywar Thit Kay Ward,0,92.367853,20.825306
2/21/2013,2/21/2013,02/21/2013,Feb-13,15,Tarpaulin Distributed,Units,NFI Distribution,UNHCR,Nyaung Pin Hla,MMR012CMP082,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Urban,0,92.362197,20.824778
2/21/2013,2/21/2013,02/21/2013,Feb-13,15,Tarpaulin Distributed,Units,NFI Distribution,UNHCR,Nyaung Pin Hla,MMR012CMP082,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Urban,0,92.362197,20.824778
2/13/2013,2/13/2013,02/13/2013,Feb-13,20,Tarpaulin Distributed,Units,NFI Distribution,UNHCR,Ywa thit Kay,MMR012CMP085,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Ywar Thit Kay Ward,0,92.367853,20.825306
1/17/2013,1/17/2013,01/17/2013,Jan-13,63,Tarpaulin Distributed,Units,NFI Distribution,UNHCR,Du Than Dar,MMR012CMP088,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Than Dar,Myo Thu Gyi (Yar Zar Bi),92.443428,20.714847
